Title,Price,answer,brand,model_name,CPU,RAM,disk_space,GPU
"ASUS Vivobook Go 15 E510MA-EJ592WS, Laptop, mit 15,6 Zoll Display, Intel® Celeron®,N4020 Prozessor, 4 GB RAM, 128 GB eMMC, Intel® UHD 600, Blau, Windows 11 Home S-Modus (64 Bit)","299,00€","```json
[
    {
        ""brand"": ""ASUS"",
        ""model name"": ""Vivobook Go 15 E510MA-EJ592WS"",
        ""CPU"": ""Intel® Celeron® N4020"",
        ""RAM"": 4,
        ""disk space"": ""128 GB eMMC"",
        ""GPU"": ""Intel® UHD 600""
    }
]
```",ASUS,Vivobook Go 15 E510MA-EJ592WS,Intel® Celeron® N4020,4,128 GB eMMC,Intel® UHD 600
"MICROSOFT Surface Pro, Copilot+ PC, 11. Edition, Convertible, mit 13 Zoll Display, Qualcomm Snapdragon X Plus, 16 GB RAM, 512 GB SSD, Qualcomm Adreno™ Onboard Graphics, Schwarz, Windows 11 Home (64 Bit)","1449,00€","```json
[
    {
        ""brand"": ""MICROSOFT"",
        ""model name"": ""Surface Pro, Copilot+ PC, 11. Edition"",
        ""CPU"": ""Qualcomm Snapdragon X Plus"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""Qualcomm Adreno™ Onboard Graphics""
    }
]
```",MICROSOFT,"Surface Pro, Copilot+ PC, 11. Edition",Qualcomm Snapdragon X Plus,16,512 GB,Qualcomm Adreno™ Onboard Graphics
"MEDION E16433, Notebook, mit 16,0 Zoll Display, Intel® Core™ 5,i5-1235U Prozessor, 16 GB RAM, 1 TB SSD, Intel® Iris® Xe, Silber, Windows 11 Home (32 bit)","629,00€","```json
[
    {
        ""brand"": ""MEDION"",
        ""model name"": ""E16433"",
        ""CPU"": ""Intel® Core™ i5-1235U"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""Intel® Iris® Xe""
    }
]
```",MEDION,E16433,Intel® Core™ i5-1235U,16,1 TB,Intel® Iris® Xe
"MICROSOFT Surface Pro, Copilot+ PC, 11. Edition, OLED, Convertible, mit 13 Zoll Display, Qualcomm Snapdragon X Elite, 16 GB RAM, 1 TB SSD, Qualcomm Adreno™ Onboard Graphics, Platin, Windows 11 Home (64 Bit)","1989,00€","```json
[
    {
        ""brand"": ""MICROSOFT"",
        ""model name"": ""Surface Pro, Copilot+ PC, 11. Edition"",
        ""CPU"": ""Qualcomm Snapdragon X Elite"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""Qualcomm Adreno™ Onboard Graphics""
    }
]
```",MICROSOFT,"Surface Pro, Copilot+ PC, 11. Edition",Qualcomm Snapdragon X Elite,16,1 TB,Qualcomm Adreno™ Onboard Graphics
"ASUS Vivobook 16X OLED K3605VU-MX131W, Notebook, mit 16 Zoll Display, Intel® Core™ i9,i9-13900H Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4050, Schwarz, Windows 11 Home (64 Bit)","1799,00€","```json
[
    {
        ""brand"": ""ASUS"",
        ""model name"": ""Vivobook 16X OLED K3605VU-MX131W"",
        ""CPU"": ""Intel® Core™ i9,i9-13900H"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4050""
    }
]
```",ASUS,Vivobook 16X OLED K3605VU-MX131W,"Intel® Core™ i9,i9-13900H",16,1 TB,NVIDIA GeForce RTX™ 4050
"APPLE MacBook Air (2022), MLY23D/A, Notebook mit 13,6 Zoll Display, Apple M2 Prozessor, 8 GB RAM, 512 GB SSD, M2, Polarstern","1429,00€","```json
[
    {
        ""brand"": ""APPLE"",
        ""model name"": ""MacBook Air (2022)"",
        ""CPU"": ""Apple M2"",
        ""RAM"": 8,
        ""disk space"": ""512 GB"",
        ""GPU"": null
    }
]
```",APPLE,MacBook Air (2022),Apple M2,8,512 GB,
"HUAWEI Matebook 14, Notebook, mit 14 Zoll Display, Intel® Core™ i5,i5-1240P Prozessor, 16 GB RAM, 512 GB SSD, Intel® Iris® Xe, Space Gray, Windows 11 Home (64 Bit)","1099,00€","```json
[
    {
        ""brand"": ""HUAWEI"",
        ""model name"": ""Matebook 14"",
        ""CPU"": ""Intel® Core™ i5-1240P"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""Intel® Iris® Xe""
    }
]
```",HUAWEI,Matebook 14,Intel® Core™ i5-1240P,16,512 GB,Intel® Iris® Xe
"ACER Nitro 5 (AN517-55-536Q) mit 144 Hz Display & RGB Tastaturbeleuchtung, Gaming Notebook, mit 17,3 Zoll Display, Intel® Core™ i5,i5-12450H  Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 4050, Schwarz, Windows 11 Home (64 Bit)","1329,00€","```json
[
    {
        ""brand"": ""ACER"",
        ""model name"": ""Nitro 5 (AN517-55-536Q)"",
        ""CPU"": ""Intel® Core™ i5,i5-12450H"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4050""
    }
]
```",ACER,Nitro 5 (AN517-55-536Q),"Intel® Core™ i5,i5-12450H",16,512 GB,NVIDIA GeForce RTX™ 4050
"SAMSUNG Galaxy Book4, Notebook, mit 15,6 Zoll Display, Intel® Core™ 7,150U Prozessor, 16 GB RAM, 512 GB SSD, Intel® Core™ Onboard Graphics, Silver, Windows 11 Pro (64 Bit)","1259,00€","```json
[
    {
        ""brand"": ""SAMSUNG"",
        ""model name"": ""Galaxy Book4"",
        ""CPU"": ""Intel® Core™ 7,150U"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""Intel® Core™ Onboard Graphics""
    }
]
```",SAMSUNG,Galaxy Book4,"Intel® Core™ 7,150U",16,512 GB,Intel® Core™ Onboard Graphics
"ASUS ROG Strix G17 G713PV-LL014W, Gaming Notebook, mit 17,3 Zoll Display, AMD Ryzen™ 9,7945HX  Prozessor, 32 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4060, Schwarz/Grau, Windows 11 Home (64 Bit)","2199,00€","```json
[
    {
        ""brand"": ""ASUS"",
        ""model name"": ""ROG Strix G17 G713PV-LL014W"",
        ""CPU"": ""AMD Ryzen™ 9,7945HX"",
        ""RAM"": 32,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4060""
    }
]
```",ASUS,ROG Strix G17 G713PV-LL014W,"AMD Ryzen™ 9,7945HX",32,1 TB,NVIDIA GeForce RTX™ 4060
"MICROSOFT Surface Laptop Go 3, Notebook, mit 12,45 Zoll Display Touchscreen, Intel® Core™ i5,i5-1235U Prozessor, 16 GB RAM, 256 GB SSD, Intel® Iris® Xe, Sandstein, Windows 11 Home (64 Bit)","1149,00€","```json
[
    {
        ""brand"": ""MICROSOFT"",
        ""model name"": ""Surface Laptop Go 3"",
        ""CPU"": ""Intel® Core™ i5,i5-1235U"",
        ""RAM"": 16,
        ""disk space"": ""256 GB"",
        ""GPU"": ""Intel® Iris® Xe""
    }
]
```",MICROSOFT,Surface Laptop Go 3,"Intel® Core™ i5,i5-1235U",16,256 GB,Intel® Iris® Xe
"ASUS ROG Zephyrus G14 GA403UV-QS020W, Gaming Notebook, mit 14 Zoll Display, AMD Ryzen™ 9,8945HS Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4060, Schwarz/Grau, Windows 11 Home (64 Bit)","2079,00€","```json
[
    {
        ""brand"": ""ASUS"",
        ""model name"": ""ROG Zephyrus G14 GA403UV-QS020W"",
        ""CPU"": ""AMD Ryzen™ 9 8945HS"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4060""
    }
]
```",ASUS,ROG Zephyrus G14 GA403UV-QS020W,AMD Ryzen™ 9 8945HS,16,1 TB,NVIDIA GeForce RTX™ 4060
"ACER Nitro 5 (AN515-58-745M), Gaming Notebook, mit 15,6 Zoll Display, Intel® Core™ i7,i7-12700H Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 3060, Schwarz, Windows 11 Home (64 Bit)","1499,00€","```json
[
    {
        ""brand"": ""ACER"",
        ""model name"": ""Nitro 5 (AN515-58-745M)"",
        ""CPU"": ""Intel® Core™ i7,i7-12700H"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 3060""
    }
]
```",ACER,Nitro 5 (AN515-58-745M),"Intel® Core™ i7,i7-12700H",16,512 GB,NVIDIA GeForce RTX™ 3060
"ASUS ZenBook Pro 14 OLED UX6404VV-M9022W, Creator Notebook, mit 14 Zoll Display, Intel® Core™ i9,i9-13900H Prozessor, 32 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4060, Tech Black, Windows 11 Home (64 Bit)","2999,00€","```json
[
    {
        ""brand"": ""ASUS"",
        ""model name"": ""ZenBook Pro 14 OLED UX6404VV-M9022W"",
        ""CPU"": ""Intel® Core™ i9,i9-13900H"",
        ""RAM"": 32,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4060""
    }
]
```",ASUS,ZenBook Pro 14 OLED UX6404VV-M9022W,"Intel® Core™ i9,i9-13900H",32,1 TB,NVIDIA GeForce RTX™ 4060
"APPLE MacBook Pro (2023), Notebook mit 16 Zoll Display, Apple M3 Pro Chip, 36 GB RAM, 18-Core GPU, 512 GB SSD, Silber","3459,00€","```json
[
    {
        ""brand"": ""APPLE"",
        ""model name"": ""MacBook Pro (2023)"",
        ""CPU"": ""Apple M3 Pro"",
        ""RAM"": 36,
        ""disk space"": ""512 GB"",
        ""GPU"": ""18-Core GPU""
    }
]
```",APPLE,MacBook Pro (2023),Apple M3 Pro,36,512 GB,18-Core GPU
"HP 15s-fq0318ng, Notebook, mit 15,6 Zoll Display, Intel® Celeron®,N4120 Prozessor, 8 GB RAM, 512 GB SSD, Intel® UHD 600, Schwarz, Windows 11 Home (64 Bit)","399,00€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""15s-fq0318ng"",
        ""CPU"": ""Intel® Celeron®,N4120"",
        ""RAM"": 8,
        ""disk space"": ""512 GB"",
        ""GPU"": ""Intel® UHD 600""
    }
]
```",HP,15s-fq0318ng,"Intel® Celeron®,N4120",8,512 GB,Intel® UHD 600
"MICROSOFT Surface Laptop, Copilot+ PC, 7. Edition, Copilot+ PC, mit 13,8 Zoll Display Touchscreen, Qualcomm Snapdragon X Elite, 16 GB RAM, 512 GB SSD, Qualcomm Adreno™ Onboard Graphics, Platin, Windows 11 Home (64 Bit)","1639,00€","```json
[
    {
        ""brand"": ""MICROSOFT"",
        ""model name"": ""Surface Laptop, Copilot+ PC, 7. Edition"",
        ""CPU"": ""Qualcomm Snapdragon X Elite"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""Qualcomm Adreno™ Onboard Graphics""
    }
]
```",MICROSOFT,"Surface Laptop, Copilot+ PC, 7. Edition",Qualcomm Snapdragon X Elite,16,512 GB,Qualcomm Adreno™ Onboard Graphics
"HP Pavilion Plus 14-ew0355ng, Notebook, mit 14 Zoll Display, Intel® Core™ i5,i5-1335U Prozessor, 16 GB RAM, 512 GB SSD, Intel® Iris® Xe, Silber, Windows 11 Home (64 Bit)","899,00€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""Pavilion Plus 14-ew0355ng"",
        ""CPU"": ""Intel® Core™ i5,i5-1335U"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""Intel® Iris® Xe""
    }
]
```",HP,Pavilion Plus 14-ew0355ng,"Intel® Core™ i5,i5-1335U",16,512 GB,Intel® Iris® Xe
"PEAQ Classic PNB C140V-2G428D-1, Notebook, mit 14 Zoll Display, Intel® Pentium® Silver,N5030 Prozessor, 4 GB RAM, 128 GB SSD, Intel® UHD 605, Grau, Windows 11 Home S-Modus (64 Bit)","269,99€","```json
[
    {
        ""brand"": ""PEAQ"",
        ""model name"": ""Classic PNB C140V-2G428D-1"",
        ""CPU"": ""Intel® Pentium® Silver N5030"",
        ""RAM"": 4,
        ""disk space"": ""128 GB"",
        ""GPU"": ""Intel® UHD 605""
    }
]
```",PEAQ,Classic PNB C140V-2G428D-1,Intel® Pentium® Silver N5030,4,128 GB,Intel® UHD 605
"MICROSOFT Surface Laptop 5, Notebook, mit 13,5 Zoll Display Touchscreen, Intel® Core™ i5,i5-1235U (evo) Prozessor, 8 GB RAM, 256 GB SSD, Intel® Iris® Xe, Platin, Windows 11 Home (64 Bit)","1179,00€","```json
[
    {
        ""brand"": ""MICROSOFT"",
        ""model name"": ""Surface Laptop 5"",
        ""CPU"": ""Intel® Core™ i5,i5-1235U (evo)"",
        ""RAM"": 8,
        ""disk space"": ""256 GB"",
        ""GPU"": ""Intel® Iris® Xe""
    }
]
```",MICROSOFT,Surface Laptop 5,"Intel® Core™ i5,i5-1235U (evo)",8,256 GB,Intel® Iris® Xe
"ACER Swift Go (SFG14-42-R6VL) mit OLED-Display, Notebook, mit 14,0 Zoll Display, AMD Ryzen™ 5,7640U Prozessor, 16 GB RAM, 512 GB SSD, AMD Radeon™ 760M, Pure Silver, Windows 11 Home (32 bit)","1019,00€","```json
[
    {
        ""brand"": ""ACER"",
        ""model name"": ""Swift Go (SFG14-42-R6VL)"",
        ""CPU"": ""AMD Ryzen™ 5,7640U"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""AMD Radeon™ 760M""
    }
]
```",ACER,Swift Go (SFG14-42-R6VL),"AMD Ryzen™ 5,7640U",16,512 GB,AMD Radeon™ 760M
"HP Pavilion 16-ag0357ng, Notebook, mit 16 Zoll Display Touchscreen, AMD Ryzen™ 5,8540U Prozessor, 16 GB RAM, 512 GB SSD, AMD Radeon™ Onboard Graphics, Silber, Windows 11 Home (64 Bit)","849,00€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""Pavilion 16-ag0357ng"",
        ""CPU"": ""AMD Ryzen™ 5,8540U"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""AMD Radeon™ Onboard Graphics""
    }
]
```",HP,Pavilion 16-ag0357ng,"AMD Ryzen™ 5,8540U",16,512 GB,AMD Radeon™ Onboard Graphics
"HP 14-em0355ng, Notebook, mit 14 Zoll Display, ARM Ryzen™ 5,7520U Prozessor, 8 GB RAM, 512 GB SSD, AMD Radeon™ Onboard Graphics, Silber, Windows 11 Home (64 Bit)","599,00€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""14-em0355ng"",
        ""CPU"": ""ARM Ryzen™ 5,7520U"",
        ""RAM"": 8,
        ""disk space"": ""512 GB"",
        ""GPU"": ""AMD Radeon™ Onboard Graphics""
    }
]
```",HP,14-em0355ng,"ARM Ryzen™ 5,7520U",8,512 GB,AMD Radeon™ Onboard Graphics
"HUAWEI Matebook 14, Notebook, mit 14,2 Zoll Display Touchscreen, Intel® Core™ Ultra 7,155H Prozessor, 16 GB RAM, 1 TB SSD, Intel® Arc® GPU, Grün, Windows 11 Home (64 Bit)","1399,00€","```json
[
    {
        ""brand"": ""HUAWEI"",
        ""model name"": ""Matebook 14"",
        ""CPU"": ""Intel® Core™ Ultra 7,155H"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""Intel® Arc® GPU""
    }
]
```",HUAWEI,Matebook 14,"Intel® Core™ Ultra 7,155H",16,1 TB,Intel® Arc® GPU
"HUAWEI MateBook 16s 2023, Intel® Evo™ Plattform, Notebook, mit 16 Zoll Display, Intel® Evo™ Plattform, Intel® Core™ i9,i9-13900H (Evo) Prozessor, 16 GB RAM, 1 TB SSD, Intel® Iris® Xe, Space Grey, Windows 11 Home (64 Bit)","1799,00€","```json
[
    {
        ""brand"": ""HUAWEI"",
        ""model name"": ""MateBook 16s 2023"",
        ""CPU"": ""Intel® Core™ i9,i9-13900H (Evo)"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""Intel® Iris® Xe""
    }
]
```",HUAWEI,MateBook 16s 2023,"Intel® Core™ i9,i9-13900H (Evo)",16,1 TB,Intel® Iris® Xe
"ACER Swift Go 14 (SFG14-72-70SP) mit Tastaturbeleuchtung, AI-Features, Notebook, mit 14 Zoll Display, Intel® Evo™ Plattform, Intel® Core™ Ultra 7,155H Prozessor, 32 GB RAM, 1 TB SSD, Intel® Arc® GPU, Pure Silver, Windows 11 (64 Bit)","1249,00€","```json
[
    {
        ""brand"": ""ACER"",
        ""model name"": ""Swift Go 14 (SFG14-72-70SP)"",
        ""CPU"": ""Intel® Core™ Ultra 7,155H"",
        ""RAM"": 32,
        ""disk space"": ""1 TB"",
        ""GPU"": ""Intel® Arc® GPU""
    }
]
```",ACER,Swift Go 14 (SFG14-72-70SP),"Intel® Core™ Ultra 7,155H",32,1 TB,Intel® Arc® GPU
"ACER Acer Nitro 17 (AN17-41-R3FU) mit 165 Hz Display mit RGB Tastaturbeleuchtung, Gaming Notebook, mit 17,3 Zoll Display, AMD Ryzen™ 7,7840HS Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4070, Obsidian Black, Windows 11 Home (64 Bit)","1759,00€","```json
[
    {
        ""brand"": ""ACER"",
        ""model name"": ""Acer Nitro 17 (AN17-41-R3FU)"",
        ""CPU"": ""AMD Ryzen™ 7,7840HS"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4070""
    }
]
```",ACER,Acer Nitro 17 (AN17-41-R3FU),"AMD Ryzen™ 7,7840HS",16,1 TB,NVIDIA GeForce RTX™ 4070
"MEDION E15443 (MD62621), Notebook, mit 15,6 Zoll Display, Intel® Core™ Ultra 5,125H Prozessor, 16 GB RAM, 512 GB SSD, Intel® Arc® GPU, Grau, Windows 11 (64 Bit)","699,00€","```json
[
    {
        ""brand"": ""MEDION"",
        ""model name"": ""E15443"",
        ""CPU"": ""Intel® Core™ Ultra 5,125H"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""Intel® Arc® GPU""
    }
]
```",MEDION,E15443,"Intel® Core™ Ultra 5,125H",16,512 GB,Intel® Arc® GPU
"ASUS ROG Strix G18 G814JZR-N6008W, Gaming Notebook, mit 18 Zoll Display, Intel® Core™ i9,i9-14900HX Prozessor, 32 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4080, Schwarz/Grau, Windows 11 Home (64 Bit)","3499,00€","```json
[
    {
        ""brand"": ""ASUS"",
        ""model name"": ""ROG Strix G18 G814JZR-N6008W"",
        ""CPU"": ""Intel® Core™ i9,i9-14900HX"",
        ""RAM"": 32,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4080""
    }
]
```",ASUS,ROG Strix G18 G814JZR-N6008W,"Intel® Core™ i9,i9-14900HX",32,1 TB,NVIDIA GeForce RTX™ 4080
"ASUS Vivobook Go 15 E1504FA-BQ1101W, Notebook, mit 15,6 Zoll Display, AMD Ryzen™ 3,7320U Prozessor, 8 GB RAM, 512 GB SSD, AMD Radeon™ 610M, Schwarz, Windows 11 Home (64 Bit)","469,00€","```json
[
    {
        ""brand"": ""ASUS"",
        ""model name"": ""Vivobook Go 15 E1504FA-BQ1101W"",
        ""CPU"": ""AMD Ryzen™ 3,7320U"",
        ""RAM"": 8,
        ""disk space"": ""512 GB"",
        ""GPU"": ""AMD Radeon™ 610M""
    }
]
```",ASUS,Vivobook Go 15 E1504FA-BQ1101W,"AMD Ryzen™ 3,7320U",8,512 GB,AMD Radeon™ 610M
"APPLE MacBook Air (2022), MLXW3D/A, Notebook mit 13,6 Zoll Display, Apple M2 Prozessor, 8 GB RAM, 256 GB SSD, M2, Space Grau","1199,00€","```json
[
    {
        ""brand"": ""APPLE"",
        ""model name"": ""MacBook Air (2022)"",
        ""CPU"": ""Apple M2"",
        ""RAM"": 8,
        ""disk space"": ""256 GB"",
        ""GPU"": null
    }
]
```",APPLE,MacBook Air (2022),Apple M2,8,256 GB,
"SAMSUNG Galaxy Book4 Ultra, Notebook, mit 16 Zoll Display Touchscreen, Intel® Evo™ Plattform, Intel® Core™ Ultra 7,155H Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 4050, Moonstone Gray, Windows 11 Home (64 Bit)","2799,00€","```json
[
    {
        ""brand"": ""SAMSUNG"",
        ""model name"": ""Galaxy Book4 Ultra"",
        ""CPU"": ""Intel® Core™ Ultra 7,155H"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4050""
    }
]
```",SAMSUNG,Galaxy Book4 Ultra,"Intel® Core™ Ultra 7,155H",16,512 GB,NVIDIA GeForce RTX™ 4050
"SAMSUNG Galaxy Book4 Ultra, Notebook, mit 16 Zoll Display Touchscreen, Intel® Evo™ Plattform, Intel® Core™ Ultra 9,185H Prozessor, 32 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4070, Moonstone Gray, Windows 11 Home (64 Bit)","3699,00€","```json
[
    {
        ""brand"": ""SAMSUNG"",
        ""model name"": ""Galaxy Book4 Ultra"",
        ""CPU"": ""Intel® Core™ Ultra 9,185H"",
        ""RAM"": 32,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4070""
    }
]
```",SAMSUNG,Galaxy Book4 Ultra,"Intel® Core™ Ultra 9,185H",32,1 TB,NVIDIA GeForce RTX™ 4070
"SAMSUNG Galaxy Book4 Pro, Notebook, mit 16 Zoll Display Touchscreen, Intel® Evo™ Plattform, Intel® Core™ Ultra 7,155H Prozessor, 16 GB RAM, 512 GB SSD, Intel® Arc® GPU, Moonstone Gray, Windows 11 Home (64 Bit)","1999,00€","```json
[
    {
        ""brand"": ""SAMSUNG"",
        ""model name"": ""Galaxy Book4 Pro"",
        ""CPU"": ""Intel® Core™ Ultra 7,155H"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""Intel® Arc® GPU""
    }
]
```",SAMSUNG,Galaxy Book4 Pro,"Intel® Core™ Ultra 7,155H",16,512 GB,Intel® Arc® GPU
"SAMSUNG Galaxy Book 4 Edge, Copilot+ PC, mit 16 Zoll Display, Qualcomm Snapdragon X Elite, 16 GB RAM, 512 GB SSD, Qualcomm Adreno™ Onboard Graphics, Sapphire Blue, Windows 11 Home (64 Bit)","1799,00€","```json
[
    {
        ""brand"": ""SAMSUNG"",
        ""model name"": ""Galaxy Book 4 Edge, Copilot+ PC"",
        ""CPU"": ""Qualcomm Snapdragon X Elite"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""Qualcomm Adreno™ Onboard Graphics""
    }
]
```",SAMSUNG,"Galaxy Book 4 Edge, Copilot+ PC",Qualcomm Snapdragon X Elite,16,512 GB,Qualcomm Adreno™ Onboard Graphics
"APPLE MacBook Pro (2023), Notebook mit 14 Zoll Display, Apple M3 Chip, 8 GB RAM, 10-Core GPU, 1 TB SSD, Space Grau","2229,00€","```json
[
    {
        ""brand"": ""APPLE"",
        ""model name"": ""MacBook Pro (2023)"",
        ""CPU"": ""Apple M3 Chip"",
        ""RAM"": 8,
        ""disk space"": ""1 TB"",
        ""GPU"": ""10-Core GPU""
    }
]
```",APPLE,MacBook Pro (2023),Apple M3 Chip,8,1 TB,10-Core GPU
"APPLE MacBook Air (2024), MRYV3D/A, Notebook, mit 15,3 Zoll Display, M3 Prozessor, 8 GB RAM, 512 GB SSD, Mitternacht, macOS","1829,00€","```json
[
    {
        ""brand"": ""APPLE"",
        ""model name"": ""MacBook Air (2024)"",
        ""CPU"": ""M3"",
        ""RAM"": 8,
        ""disk space"": ""512 GB"",
        ""GPU"": null
    }
]
```",APPLE,MacBook Air (2024),M3,8,512 GB,
"HP Laptop 15s-fq5353ng, Notebook, mit 15,6 Zoll Display, Intel® Core™ i5,i5-1235U Prozessor, 8 GB RAM, 512 GB SSD, Intel® Iris® Xe, Natursilber, Windows 11 Home (64 Bit)","599,00€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""Laptop 15s-fq5353ng"",
        ""CPU"": ""Intel® Core™ i5,i5-1235U"",
        ""RAM"": 8,
        ""disk space"": ""512 GB"",
        ""GPU"": ""Intel® Iris® Xe""
    }
]
```",HP,Laptop 15s-fq5353ng,"Intel® Core™ i5,i5-1235U",8,512 GB,Intel® Iris® Xe
"SAMSUNG Galaxy Book4, Notebook, mit 15,6 Zoll Display, Intel® Core™ 3,100U Prozessor, 8 GB RAM, 256 GB SSD, Intel® Core™ Onboard Graphics, Silver, Windows 11 Pro (64 Bit)","909,00€","```json
[
    {
        ""brand"": ""SAMSUNG"",
        ""model name"": ""Galaxy Book4"",
        ""CPU"": ""Intel® Core™ 3,100U"",
        ""RAM"": 8,
        ""disk space"": ""256 GB"",
        ""GPU"": ""Intel® Core™ Onboard Graphics""
    }
]
```",SAMSUNG,Galaxy Book4,"Intel® Core™ 3,100U",8,256 GB,Intel® Core™ Onboard Graphics
"MICROSOFT Surface Laptop Go 3, Notebook, mit 12,45 Zoll Display Touchscreen, Intel® Core™ i5,i5-1235U Prozessor, 8 GB RAM, 256 GB SSD, Intel® Iris® Xe, Platin, Windows 11 Home (64 Bit)","859,99€","```json
[
    {
        ""brand"": ""MICROSOFT"",
        ""model name"": ""Surface Laptop Go 3"",
        ""CPU"": ""Intel® Core™ i5,i5-1235U"",
        ""RAM"": 8,
        ""disk space"": ""256 GB"",
        ""GPU"": ""Intel® Iris® Xe""
    }
]
```",MICROSOFT,Surface Laptop Go 3,"Intel® Core™ i5,i5-1235U",8,256 GB,Intel® Iris® Xe
"HP - B2B 255 G10, Business Notebook, mit 15,6 Zoll Display, AMD Ryzen™ 5,7530U Prozessor, 16 GB RAM, 512 GB SSD Radeon™ Onboard Graphics, Silber, Windows 11 Pro (64 Bit)","785,00€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""B2B 255 G10"",
        ""CPU"": ""AMD Ryzen™ 5,7530U"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""Radeon™ Onboard Graphics""
    }
]
```",HP,B2B 255 G10,"AMD Ryzen™ 5,7530U",16,512 GB,Radeon™ Onboard Graphics
